1532304003.000000,100000000.000000,106.886417,-6.096895
1532304058.000000,100000000.000000,139.659352,35.287278
1532304118.000000,100000000.000000,139.659347,35.287278
1532304187.000000,100000000.000000,139.659317,35.287318
1532304268.000000,100000000.000000,139.659340,35.287285
1532304328.000000,100000000.000000,139.659340,35.287285
1532304408.000000,100000000.000000,139.659342,35.287262
1532304468.000000,100000000.000000,139.659335,35.287290
1532304528.000000,100000000.000000,139.659337,35.287278
1532304588.000000,100000000.000000,139.659347,35.287270
1532304648.000000,100000000.000000,139.659350,35.287275
1532304726.000000,100000000.000000,139.659343,35.287285
1532304798.000000,100000000.000000,139.659327,35.287290
1532304858.000000,100000000.000000,139.659337,35.287288
1532304988.000000,100000000.000000,139.659345,35.287290
1532305048.000000,100000000.000000,139.659345,35.287287
1532305108.000000,100000000.000000,139.659350,35.287287
1532305177.000000,100000000.000000,139.659337,35.287285
1532305237.000000,100000000.000000,139.659345,35.287285
1532305302.000000,100000000.000000,139.659333,35.287253
1532305304.000000,100000000.000000,139.659333,35.287253
1532305306.000000,100000000.000000,139.659333,35.287272
1532305366.000000,100000000.000000,139.659342,35.287280
1532305426.000000,100000000.000000,139.659355,35.287282
1532305486.000000,100000000.000000,139.659333,35.287265
1532305546.000000,100000000.000000,139.659348,35.287272
1532305607.000000,100000000.000000,139.659347,35.287273
1532305667.000000,100000000.000000,139.659342,35.287283
1532305727.000000,100000000.000000,139.659345,35.287280
1532305787.000000,100000000.000000,139.659338,35.287278
1532305847.000000,100000000.000000,139.659335,35.287272
1532305856.000000,100000000.000000,106.882133,-6.079387
1532305888.000000,100000000.000000,106.882080,-6.078293
1532305917.000000,100000000.000000,106.882027,-6.077200
1532305987.000000,100000000.000000,139.659338,35.287270
1532306057.000000,100000000.000000,139.659352,35.287288
1532306153.000000,100000000.000000,139.659008,35.287207
1532306217.000000,100000000.000000,139.658507,35.287143
1532306308.000000,100000000.000000,139.655057,35.290048
1532306428.000000,100000000.000000,139.652960,35.291015
1532307268.000000,100000000.000000,139.652947,35.291098
1532307417.000000,100000000.000000,139.656992,35.291980
1532307477.000000,100000000.000000,139.657032,35.291987
1532307604.000000,100000000.000000,106.886852,-6.097083
